図鑑番号, name, 名前
10019,tornadus-therian, トルネロス
10020,thundurus-therian, ボルトロス
10021,landorus-therian, ランドロス
10022,kyurem-black, ブラックキュレム
10023,kyurem-white, ホワイトキュレム
10024,keldeo-resolute, ケルディオ
10025,meowstic-female, ニャオニクス
10026,aegislash-blade, ギルガルド
10027,pumpkaboo-small, バケッチャ
10028,pumpkaboo-large, バケッチャ
10029,pumpkaboo-super, バケッチャ
10030,gourgeist-small, パンプジン
10031,gourgeist-large, パンプジン
10032,gourgeist-super, パンプジン
10033,venusaur-mega, メガフシギバナ
10034,charizard-mega-x, メガリザードンx
10035,charizard-mega-y, メガリザードンy
10036,blastoise-mega, メガカメックス
10037,alakazam-mega, メガフーディン
10038,gengar-mega, メガゲンガー
10039,kangaskhan-mega, メガガルーラ
10040,pinsir-mega, メガカイロス
10041,gyarados-mega, メガギャラドス
10042,aerodactyl-mega, メガプテラ
10043,mewtwo-mega-x, メガミュウツーx
10044,mewtwo-mega-y, メガミュウツーy
10045,ampharos-mega, メガデンリュウ
10046,scizor-mega, メガハッサム
10047,heracross-mega, メガヘラクロス
10048,houndoom-mega, メガヘルガー
10049,tyranitar-mega, メガバンギラス
10050,blaziken-mega, メガバシャーモ
10051,gardevoir-mega, メガサーナイト
10052,mawile-mega, メガクチート
10053,aggron-mega, メガボスゴドラ
10054,medicham-mega, メガチャーレム
10055,manectric-mega, メガライボルト
10056,banette-mega, メガジュペッタ
10057,absol-mega, メガアブソル
10058,garchomp-mega, メガガブリアス
10059,lucario-mega, メガルカリオ
10060,abomasnow-mega, メガユキノオー
10061,floette-eternal, フラエッテ
10062,latias-mega, メガラティアス
10063,latios-mega, メガラティオス
10064,swampert-mega, メガラグラージ
10065,sceptile-mega, メガジュカイン
10066,sableye-mega, メガヤミラミ
10067,altaria-mega, メガチルタリス
10068,gallade-mega, メガエルレイド
10069,audino-mega, メガタブンネ
10070,sharpedo-mega, メガサメハダー
10071,slowbro-mega, メガヤドラン
10072,steelix-mega, メガハガネール
10073,pidgeot-mega, メガピジョット
10074,glalie-mega, メガオニゴーリ
10075,diancie-mega, メガディアンシー
10076,metagross-mega, メガメタグロス
10077,kyogre-primal, ゲンシカイオーガ
10078,groudon-primal, ゲンシグラードン
10079,rayquaza-mega, メガレックウザ
10080,pikachu-rock-star, ハードロックピカチュウ
10081,pikachu-belle, マダムピカチュウ
10082,pikachu-pop-star, アイドルピカチュウ
10083,pikachu-phd, ドクターピカチュウ
10084,pikachu-libre, マスクドピカチュウ
10085,pikachu-cosplay, おきがえピカチュウ
10086,hoopa-unbound, フーパ
10087,camerupt-mega, メガバクーダ
10088,lopunny-mega, メガミミロップ
10089,salamence-mega, メガボーマンダ
10090,beedrill-mega, メガスピアー
10091,rattata-alola, アローラコラッタ
10092,raticate-alola, アローララッタ
10093,raticate-totem-alola, アローララッタ
10094,pikachu-original-cap, ピカチュウ
10095,pikachu-hoenn-cap, ピカチュウ
10096,pikachu-sinnoh-cap, ピカチュウ
10097,pikachu-unova-cap, ピカチュウ
10098,pikachu-kalos-cap, ピカチュウ
10099,pikachu-alola-cap, ピカチュウ
10100,raichu-alola, アローラライチュウ
10101,sandshrew-alola, アローラサンド
10102,sandslash-alola, アローラサンドパン
10103,vulpix-alola, アローラロコン
10104,ninetales-alola, アローラキュウコン
10105,diglett-alola, アローラディグダ
10106,dugtrio-alola, アローラダグトリオ
10107,meowth-alola, アローラニャース
10108,persian-alola, アローラペルシアン
10109,geodude-alola, アローライシツブテ
10110,graveler-alola, アローラゴローン
10111,golem-alola, アローラゴローニャ
10112,grimer-alola, アローラベトベター
10113,muk-alola, アローラベトベトン
10114,exeggutor-alola, アローラナッシー
10115,marowak-alola, アローラガラガラ
10116,greninja-battle-bond, サトシゲッコウガ
10117,greninja-ash, サトシゲッコウガ
10118,zygarde-10-power-construct, ジガルデ
10119,zygarde-50-power-construct, ジガルデ
10120,zygarde-complete, ジガルデ
10121,gumshoos-totem, 認知済みです
10122,vikavolt-totem, 認知済みです
10123,oricorio-pom-pom, オドリドリ
10124,oricorio-pau, オドリドリ
10125,oricorio-sensu, オドリドリ
10126,lycanroc-midnight, ルガルガン
10127,wishiwashi-school, ヨワシ
10128,lurantis-totem, 認知済みです
10129,salazzle-totem, 認知済みです
10130,minior-orange-meteor, 認知済みです
10131,minior-yellow-meteor, 認知済みです
10132,minior-green-meteor, 認知済みです
10133,minior-blue-meteor, 認知済みです
10134,minior-indigo-meteor, 認知済みです
10135,minior-violet-meteor, 認知済みです
10136,minior-red, メテノ
10137,minior-orange, 認知済みです
10138,minior-yellow, 認知済みです
10139,minior-green, 認知済みです
10140,minior-blue, 認知済みです
10141,minior-indigo, 認知済みです
10142,minior-violet, 認知済みです
10143,mimikyu-busted, ミミッキュ
10144,mimikyu-totem-disguised, 認知済みです
10145,mimikyu-totem-busted, 認知済みです
10146,kommo-o-totem, 認知済みです
10147,magearna-original, マギアナ
10148,pikachu-partner-cap, ピカチュウ
10149,marowak-totem, 認知済みです
10150,ribombee-totem, 認知済みです
10151,rockruff-own-tempo, 認知済みです
10152,lycanroc-dusk, ルガルガン
10153,araquanid-totem, オニシズクモ
10154,togedemaru-totem, トゲデマル
10155,necrozma-dusk, ネクロズマたそがれのたてがみ
10156,necrozma-dawn, ネクロズマあかつきのつばさ
10157,necrozma-ultra, ウルトラネクロズマ
10158,pikachu-starter, ごめんなさい画像がないです認知済みです泣
10159,eevee-starter, ごめんなさい画像がないです認知済みです泣
10160,pikachu-world-cap, ごめんなさい画像がないです認知済みです泣
10161,meowth-galar, ガラルニャース
10162,ponyta-galar, ガラルポニータ
10163,rapidash-galar, ガラルギャロップ
10164,slowpoke-galar, ガラルヤドン
10165,slowbro-galar, ガラルヤドラン
10166,farfetchd-galar, ガラルカモネギ
10167,weezing-galar, ガラルマタドガス
10168,mr-mime-galar, ガラルバリヤード
10169,articuno-galar, ガラルフリーザー
10170,zapdos-galar, ガラルサンダー
10171,moltres-galar, ガラルファイヤー
10172,slowking-galar, ガラルヤドキング
10173,corsola-galar, ガラルサニーゴ
10174,zigzagoon-galar, ガラルジグザグマ
10175,linoone-galar, ガラルマッスグマ
10176,darumaka-galar, ガラルダルマッカ
10177,darmanitan-galar-standard, ガラルヒヒダルマ
10178,darmanitan-galar-zen, ガラルヒヒダルマ
10179,yamask-galar, ガラルデスマス
10180,stunfisk-galar, ガラルマッギョ
10181,zygarde-10, ジガルデ
10182,cramorant-gulping, ウッウ
10183,cramorant-gorging, ウッウ
10184,toxtricity-low-key, ストリンダー
10185,eiscue-noice, コオリッポナイスフェイス
10186,indeedee-female, イエッサン
10187,morpeko-hangry, モルペコ
10188,zacian-crowned, ザシアン
10189,zamazenta-crowned, ザマゼンタ
10190,eternatus-eternamax, ムゲンダイナ
10191,urshifu-rapid-strike, ウーラオスれんげきのかた
10192,zarude-dada, ごめんなさい画像がないです認知済みです泣
10193,calyrex-ice, バドレックスはくばじょうのすがた
10194,calyrex-shadow, バドレックスこくばじょうのすがた
10195,venusaur-gmax, キョダイマックスフシギバナ
10196,charizard-gmax, キョダイマックスリザードン
10197,blastoise-gmax, キョダイマックスカメックス
10198,butterfree-gmax, キョダイマックスバタフリー
10199,pikachu-gmax, キョダイマックスピカチュウ
10200,meowth-gmax, キョダイマックスニャース
10201,machamp-gmax, キョダイマックスカイリキー
10202,gengar-gmax, キョダイマックスゲンガー
10203,kingler-gmax, キョダイマックスキングラー
10204,lapras-gmax, キョダイマックスラプラス
10205,eevee-gmax, キョダイマックスイーブイ
10206,snorlax-gmax, キョダイマックスカビゴン
10207,garbodor-gmax, キョダイマックスダストダス
10208,melmetal-gmax, キョダイマックスメルメタル
10209,rillaboom-gmax, キョダイマックスゴリランダー
10210,cinderace-gmax, キョダイマックスエースバーン
10211,inteleon-gmax, キョダイマックスインテレオン
10212,corviknight-gmax, キョダイマックスアーマーガア
10213,orbeetle-gmax, キョダイマックスイオルブ
10214,drednaw-gmax, キョダイマックスカジリガメ
10215,coalossal-gmax, キョダイマックスセキタンザン
10216,flapple-gmax, キョダイマックスアップリュー
10217,appletun-gmax, キョダイマックスタルップル
10218,sandaconda-gmax, キョダイマックスサダイジャ
10219,toxtricity-amped-gmax, キョダイマックスストリンダー
10220,centiskorch-gmax, キョダイマックスマルヤクデ
10221,hatterene-gmax, キョダイマックスブリムオン
10222,grimmsnarl-gmax, キョダイマックスオーロンゲ
10223,alcremie-gmax, キョダイマックスマホイップ
10224,copperajah-gmax, キョダイマックスダイオウドウ
10225,duraludon-gmax, キョダイマックスジュラルドン
10226,urshifu-single-strike-gmax, キョダイマックスウーラオス
10227,urshifu-rapid-strike-gmax, キョダイマックスウーラオス
10228,toxtricity-low-key-gmax, キョダイマックスストリンダー
10229,growlithe-hisui, ヒスイガーディ
10230,arcanine-hisui, ヒスイウインディ
10231,voltorb-hisui, ヒスイビリリダマ
10232,electrode-hisui, ヒスイマルマイン
10233,typhlosion-hisui, ヒスイバクフーン
10234,qwilfish-hisui, ヒスイハリーセン
10235,sneasel-hisui, ヒスイニューラ
10236,samurott-hisui, ヒスイダイケンキ
10237,lilligant-hisui, ヒスイドレディア
10238,zorua-hisui, ヒスイゾロア
10239,zoroark-hisui, ヒスイゾロアーク
10240,braviary-hisui, ヒスイウォーグル
10241,sliggoo-hisui, ヒスイヌメイル
10242,goodra-hisui, ヒスイヌメルゴン
10243,avalugg-hisui, ヒスイクレベース
10244,decidueye-hisui, ヒスイジュナイパー
10245,dialga-origin, オリジンディアルガ
10246,palkia-origin, オリジンパルキア
10247,basculin-white-striped, バスラオ
10248,basculegion-female, イダイトウ
10249,enamorus-therian, ラブトロス
10250,tauros-paldea-combat-breed, パルデアケンタロス
10251,tauros-paldea-blaze-breed, パルデアケンタロス
10252,tauros-paldea-aqua-breed, パルデアケンタロス
10253,wooper-paldea, パルデアウパー
10254,oinkologne-female, パフュートン
10255,dudunsparce-three-segment, ノココッチ
10256,palafin-hero, イルカマン
10257,maushold-family-of-three, イッカネズミ
10258,tatsugiri-droopy, シャリタツ
10259,tatsugiri-stretchy, シャリタツ
10260,squawkabilly-blue-plumage, イキリンコ
10261,squawkabilly-yellow-plumage, イキリンコ
10262,squawkabilly-white-plumage, イキリンコ
10263,gimmighoul-roaming, コレクレー
10264,koraidon-limited-build, ごめんなさい画像がないです認知済みです泣
10265,koraidon-sprinting-build, ごめんなさい画像がないです認知済みです泣
10266,koraidon-swimming-build, ごめんなさい画像がないです認知済みです泣
10267,koraidon-gliding-build, ごめんなさい画像がないです認知済みです泣
10268,miraidon-low-power-mode, ごめんなさい画像がないです認知済みです泣
10269,miraidon-drive-modev, ごめんなさい画像がないです認知済みです泣
10270,miraidon-aquatic-mode, ごめんなさい画像がないです認知済みです泣
10271,miraidon-glide-mode, ごめんなさい画像がないです認知済みです泣
